seg_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,doc_id,page,source,model,jur,v5_verdict,code_v5,v5_stage_a,v5_evidence,v5_confidence,doc_nature,doc_token_stance,doc_prog_stance,doc_rem_stance,code_v5r,reconcile_flag,prog_delegated_private
V9-05966,"Key areas under consideration include the duration of offline payment availability, activation of security measures during disruptions, and the feasibility of enabling merchants to receive payments without power.","Key areas under consideration include the duration of offline payment availability, activation of security measures during disruptions, and the feasibility of enabling merchants to receive payments without power.",PRIV.OFF,proposal,neutral,not_applicable,2,EU_ECB_ThirdProgress_2025,2,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05967,it contributed to the expert-level discussions in the Council of the European Union with technical input on privacy and the possible use of the digital euro outside the euro area.,it contributed to the expert-level discussions in the Council of the European Union with technical input on privacy and the possible use of the digital euro outside the euro area.,PRIV.BAL,proposal,conditional,from_state,1,EU_ECB_ThirdProgress_2025,2,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.BAL,,,,poc_report,considering,decided_no,silent,PRIV.BAL,,False
V9-05968,"The Eurosystem's digital euro project aims to adapt central bank money to the digital age, addressing current challenges of the European payments ecosystem.","The Eurosystem's digital euro project aims to adapt central bank money to the digital age, addressing current challenges of the European payments ecosystem.",NONE.irrelevant,proposal,neutral,not_applicable,1,EU_ECB_ThirdProgress_2025,2,llm_union_v9,claude-sonnet-4-6,EU,drop,,generic_theory,,0.75,poc_report,considering,decided_no,silent,,,False
V9-05969,"The digital euro aims to tackle these challenges by providing a single way to pay across the euro area, much like physical cash.","The digital euro aims to tackle these challenges by providing a single way to pay across the euro area, much like physical cash.",NONE.irrelevant,proposal,neutral,not_applicable,1,EU_ECB_ThirdProgress_2025,2,llm_union_v9,claude-sonnet-4-6,EU,drop,,generic_theory,,0.75,poc_report,considering,decided_no,silent,,,False
V9-05970,"As a digital complement to cash, the digital euro would support financial inclusion, reduce dependency on foreign payment systems and foster a unified European payments ecosystem","As a digital complement to cash, the digital euro would support financial inclusion, reduce dependency on foreign payment systems and foster a unified European payments ecosystem",NONE.irrelevant,proposal,neutral,not_applicable,1,EU_ECB_ThirdProgress_2025,2,llm_union_v9,claude-sonnet-4-6,EU,keep,OTHER.keep,consideration,"the digital euro would support financial inclusion, reduce dependency on foreign payment systems and foster a unified European payments ecosystem",0.65,poc_report,considering,decided_no,silent,OTHER.keep,,False
V9-05971,"the digital euro's role can strengthen Europe's strategic autonomy and competitiveness, in particular by addressing market fragmentation, fostering innovation in digital payments and reducing dependence on non-European providers","the digital euro's role can strengthen Europe's strategic autonomy and competitiveness, in particular by addressing market fragmentation, fostering innovation in digital payments and reducing dependence on non-European providers",NONE.irrelevant,proposal,neutral,not_applicable,1,EU_ECB_ThirdProgress_2025,10,llm_union_v9,claude-sonnet-4-6,EU,keep,OTHER.keep,consideration,"the digital euro's role can strengthen Europe's strategic autonomy and competitiveness, in particular by addressing market fragmentation, fostering innovation in digital payments and reducing dependence on non-European providers",0.65,poc_report,considering,decided_no,silent,OTHER.keep,,False
V9-05972,"Participants discussed concrete benefits of the digital euro, such as ease of use, the offline functionality, enhanced user privacy and the support it would provide to groups at risk of financial exclusion.","Participants discussed concrete benefits of the digital euro, such as ease of use, the offline functionality, enhanced user privacy and the support it would provide to groups at risk of financial exclusion.",PRIV.OFF,proposal,increases,from_state,2,EU_ECB_ThirdProgress_2025,10,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05973,"The providers of support services will be subject to contractual safeguards that prevent the linking or onward transmission of any personal data that can only be processed for specific purposes, and when strictly necessary.","The providers of support services will be subject to contractual safeguards that prevent the linking or onward transmission of any personal data that can only be processed for specific purposes, and when strictly necessary.",PRIV.MIN,decision,increases,from_intermediary,3,EU_ECB_ThirdProgress_2025,10,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.MIN,,,,poc_report,considering,decided_no,silent,PRIV.MIN,,False
V9-05974,"Privacy enhancing techniques will be implemented and updated on a continuous basis by the Eurosystem and providers of support services, in open dialogue with market experts and the data protection community.","Privacy enhancing techniques will be implemented and updated on a continuous basis by the Eurosystem and providers of support services, in open dialogue with market experts and the data protection community.",PRIV.PET,decision,increases,from_state,3,EU_ECB_ThirdProgress_2025,10,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.PET,,,,poc_report,considering,decided_no,silent,PRIV.PET,,False
V9-05975,the holding limit for non-euro area residents needs to be equal to or lower than the limit for euro area residents,the holding limit for non-euro area residents needs to be equal to or lower than the limit for euro area residents,AML.LIMIT,proposal,neutral,not_applicable,2,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,AML.LIMIT,,,,poc_report,considering,decided_no,silent,AML.LIMIT,,False
V9-05976,"Residents outside the euro area would need to gain access to digital euro services through European PSPs, which are required to perform identity checks when onboarding users.","Residents outside the euro area would need to gain access to digital euro services through European PSPs, which are required to perform identity checks when onboarding users.",KYC.IDV,proposal,decreases,from_state,2,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,KYC.IDV,,,,poc_report,considering,decided_no,silent,KYC.IDV,,False
V9-05977,"privacy, which is a key consideration in the digital euro's design and has also been at the core of the design of the digital euro service platform (DESP).",Privacy is a key consideration in the digital euro's design and has also been at the core of the design of the digital euro service platform (DESP).,PRIV.BAL,decision,increases,from_state,2,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.BAL,,,,poc_report,considering,decided_no,silent,PRIV.BAL,,False
V9-05978,"It features a best-in-class privacy model that will apply strict data segregation, ensuring that the Eurosystem cannot link transactions to users or infer any of their behaviours or identity attributes.","It features a best-in-class privacy model that will apply strict data segregation, ensuring that the Eurosystem cannot link transactions to users or infer any of their behaviours or identity attributes.",PRIV.CB.visibility.opaque,decision,increases,from_state,3,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.CB.visibility.opaque,,,,poc_report,considering,decided_no,silent,PRIV.CB.visibility.opaque,,False
V9-05979,Only PSPs will be able to identify the end user and link that identity to individual transactions.,Only PSPs will be able to identify the end user and link that identity to individual transactions.,KYC.INTERMED,decision,conditional,from_intermediary,3,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,KYC.INTERMED,,,,poc_report,considering,decided_no,silent,KYC.INTERMED,,False
V9-05980,"the ECB will delegate certain DESP tasks to external providers of support services, which will further contribute to data","the ECB will delegate certain DESP tasks to external providers of support services, which will further contribute to data [segregation/privacy].",PRIV.MIN,decision,increases,from_state,2,EU_ECB_ThirdProgress_2025,9,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.MIN,,,,poc_report,considering,decided_no,silent,PRIV.MIN,,False
V9-05981,Consumers would be able to access digital euro services through two main channels: the digital euro app – a dedicated mobile application developed by the Eurosystem – and the apps of PSPs that decide to integrate the digital euro into their payment solutions.,Consumers would be able to access digital euro services through two main channels: the digital euro app – a dedicated mobile application developed by the Eurosystem – and the apps of PSPs that decide to integrate the digital euro into their payment solutions.,KYC.INTERMED,proposal,neutral,from_intermediary,2,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,KYC.INTERMED,,,,poc_report,considering,decided_no,silent,KYC.INTERMED,,False
V9-05982,The offline functionality of the digital euro should enable consumers to continue making payments even in emergency situations such as power or network outages.,The offline functionality of the digital euro should enable consumers to continue making payments even in emergency situations such as power or network outages.,PRIV.OFF,proposal,increases,from_state,2,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05983,"this environment should go beyond merely supporting cryptographic operations and key storage – it must also be programmable, updatable and capable of ensuring atomicity to prevent inconsistencies in the event of a power outage.","this environment should go beyond merely supporting cryptographic operations and key storage – it must also be programmable, updatable and capable of ensuring atomicity to prevent inconsistencies in the event of a power outage.",TECH.PROG,proposal,neutral,not_applicable,2,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,PROG.generic,commitment,"this environment should go beyond merely supporting cryptographic operations and key storage – it must also be programmable, updatable and capable of ensuring atomicity to prevent inconsistencies in the event of a power outage",0.8,poc_report,considering,decided_no,silent,PROG.generic,,False
V9-05984,"From a security standpoint, it should be tamper-resistant and robust enough to withstand any plausible attacks that could compromise the payment process.","From a security standpoint, it should be tamper-resistant and robust enough to withstand any plausible attacks that could compromise the payment process.",PRIV.OFF,proposal,neutral,not_applicable,2,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05985,"The ECB is assessing the resilience measures that the digital euro's offline functionality should include to remain operational during a payment network outage, starting with exploring the feasibility of enabling users to top up their offline wallets under emergency conditions.","The ECB is assessing the resilience measures that the digital euro's offline functionality should include to remain operational during a payment network outage, starting with exploring the feasibility of enabling users to top up their offline wallets under emergency conditions.",PRIV.OFF,proposal,conditional,from_state,1,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05986,"This involves finding a way to transfer funds to an offline wallet outside the usual payments infrastructure if that infrastructure becomes unavailable. The findings from these efforts will help inform decisions on whether to incorporate these capabilities into the final offline solution, in collaboration with vendors.","This involves finding a way to transfer funds to an offline wallet outside the usual payments infrastructure if that infrastructure becomes unavailable. The findings from these efforts will help inform decisions on whether to incorporate these capabilities into the final offline solution, in collaboration with vendors.",PRIV.OFF,proposal,conditional,from_state,1,EU_ECB_ThirdProgress_2025,6,llm_union_v9,claude-sonnet-4-6,EU,keep,PRIV.OFF,,,,poc_report,considering,decided_no,silent,PRIV.OFF,,False
V9-05987,the sandbox is a DLT-based platform built on Hyperledger Besu,The sandbox is a DLT-based platform built on Hyperledger Besu.,TECH.DLT,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,20,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-05988,the use of DLT is not a prerequisite for an e-HKD. The sandbox does not necessarily represent the eventual technical architecture of the e-HKD infrastructure.,The use of DLT is not a prerequisite for an e-HKD. The sandbox does not necessarily represent the eventual technical architecture of the e-HKD infrastructure.,TECH.DLT,proposal,neutral,not_applicable,3,HK_HKMA_eHKD_Phase2_2025,20,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-05989,a Programmability Working Group comprising nine participating firms was formed to study and make recommendations on commonly identified issues related to programmability,A Programmability Working Group comprising nine participating firms was formed to study and make recommendations on commonly identified issues related to programmability.,TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,20,llm_union_v9,claude-sonnet-4-6,HK,drop,,exploratory_status,,0.72,poc_report,considering,considering,silent,,,False
V9-05990,BOCOM (HK) and China Mobile (HK) partnered to evaluate the technical trade-offs between account-based and unspent transaction output (UTXO) models. They also assessed the associated risks and design requirements necessary to ensure technical and operational soundness.,BOCOM (HK) and China Mobile (HK) partnered to evaluate the technical trade-offs between account-based and unspent transaction output (UTXO) models. They also assessed the associated risks and design requirements necessary to ensure technical and operational soundness.,TECH.ARCH.account,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,19,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.TOKEN.considered,consideration,evaluate the technical trade-offs between account-based and unspent transaction output (UTXO) models,0.85,poc_report,considering,considering,silent,TECH.TOKEN.considered,,False
V9-05991,"ICBC (Asia) studied the commercial viability of offline payment solutions by assessing demand in scenarios where internet connectivity is unreliable or unavailable, and by comparing these solutions with existing offline payment methods.","ICBC (Asia) studied the commercial viability of offline payment solutions by assessing demand in scenarios where internet connectivity is unreliable or unavailable, and by comparing these solutions with existing offline payment methods.",PRIV.OFF,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,19,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-05992,"Both pilot groups recognised that cross-bank coordination is a key challenge in implementing offline solutions at scale. Accordingly, they collaborated beyond their individual pilots to study the technical architecture and define standards and protocols to enable seamless transactions across banks in dual-offline scenarios.","Both pilot groups recognised that cross-bank coordination is a key challenge in implementing offline solutions at scale. Accordingly, they collaborated to study the technical architecture and define standards and protocols to enable seamless transactions across banks in dual-offline scenarios.",PRIV.OFF,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,19,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-05993,the HKMA will prioritise the development of the e-HKD for financial institutions in wholesale scenarios.,the HKMA will prioritise the development of the e-HKD for financial institutions in wholesale scenarios.,TECH.ARCH.account,decision,neutral,not_applicable,3,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,OTHER.keep,commitment,the HKMA will prioritise the development of the e-HKD for financial institutions in wholesale scenarios,0.82,poc_report,considering,considering,silent,OTHER.keep,,False
V9-05994,"the HKMA will maximise Hong Kong's readiness in extending the use of the e-HKD to retail scenarios by laying the policy, legal, and technical groundwork by the first half of 2026, taking into account the design considerations outlined in the report.","the HKMA will maximise Hong Kong's readiness in extending the use of the e-HKD to retail scenarios by laying the policy, legal, and technical groundwork by the first half of 2026, taking into account the design considerations outlined in the report.",TECH.ARCH.account,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,LEGAL.basis,commitment,"laying the policy, legal, and technical groundwork by the first half of 2026, taking into account the design considerations outlined in the report",0.72,poc_report,considering,considering,silent,LEGAL.basis,,False
V9-05995,"The HKMA will regularly review the decision to proceed with such an extension, subject to various factors such as market demand, international developments, and evolvement of technologies.","The HKMA will regularly review the decision to proceed with such an extension, subject to various factors such as market demand, international developments, and evolvement of technologies.",TECH.ARCH.account,proposal,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,OTHER.keep,commitment,"The HKMA will regularly review the decision to proceed with such an extension, subject to various factors such as market demand, international developments, and evolvement of technologies.",0.72,poc_report,considering,considering,silent,OTHER.keep,,False
V9-05996,"Phase 2 of the e-HKD Pilot Programme assessed the commercial viability and scalability of the use cases under real-world conditions. Eleven groups of firms... conducted in-depth pilots across three themes: settlement of tokenised assets, programmability and offline payments.","Phase 2 of the e-HKD Pilot Programme assessed the commercial viability and scalability of the use cases under real-world conditions. Eleven groups of firms conducted in-depth pilots across three themes: settlement of tokenised assets, programmability and offline payments.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,PROC.pilot_learning,exploratory_status,"Phase 2 of the e-HKD Pilot Programme assessed the commercial viability and scalability of the use cases under real-world conditions. Eleven groups of firms conducted in-depth pilots across three themes: settlement of tokenised assets, programmability and offline payments.",0.82,poc_report,considering,considering,silent,PROC.pilot_learning,,False
V9-05997,"the e-HKD Industry Forum... is developing a set of common token standards to facilitate the implementation of cross-institution programmability, if an e-HKD is implemented in retail scenarios in the future.","the e-HKD Industry Forum is developing a set of common token standards to facilitate the implementation of cross-institution programmability, if an e-HKD is implemented in retail scenarios in the future.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.generic,consideration,"the e-HKD Industry Forum is developing a set of common token standards to facilitate the implementation of cross-institution programmability, if an e-HKD is implemented in retail scenarios in the future.",0.78,poc_report,considering,considering,silent,PROG.generic,,False
V9-05998,Such standards have been tested on various blockchains to ensure their technical robustness.,Such standards have been tested on various blockchains to ensure their technical robustness.,TECH.DLT,decision,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-05999,financial institutions have already begun utilising the e-HKD for wholesale interbank cross-border transactions. More studies and pilots will be conducted both within and outside Project Ensemble.,financial institutions have already begun utilising the e-HKD for wholesale interbank cross-border transactions. More studies and pilots will be conducted both within and outside Project Ensemble.,TECH.ARCH.account,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,6,llm_union_v9,claude-sonnet-4-6,HK,keep,PROC.pilot_learning,commitment,More studies and pilots will be conducted both within and outside Project Ensemble.,0.8,poc_report,considering,considering,silent,PROC.pilot_learning,,False
V9-06000,"Phase 2 also examined the commercial viability of programmable transactions. Since large-scale adoption requires substantial investment, it is vital to understand market demand before funding the investment.","Phase 2 also examined the commercial viability of programmable transactions. Since large-scale adoption requires substantial investment, it is vital to understand market demand before funding the investment.",TECH.PROG,proposal,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.generic,consideration,"Phase 2 also examined the commercial viability of programmable transactions. Since large-scale adoption requires substantial investment, it is vital to understand market demand before funding the investment.",0.75,poc_report,considering,considering,silent,PROG.generic,,False
V9-06001,"The analysis compared the programmability potential of an e-HKD and tokenised deposits, assessing whether an e-HKD could deliver unique advantages at scale.","The analysis compared the programmability potential of an e-HKD and tokenised deposits, assessing whether an e-HKD could deliver unique advantages at scale.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.generic,consideration,"The analysis compared the programmability potential of an e-HKD and tokenised deposits, assessing whether an e-HKD could deliver unique advantages at scale.",0.78,poc_report,considering,considering,silent,PROG.generic,,False
V9-06002,"this phase piloted several approaches to programmability, including programmable payments and purpose-bound money (PBM).","This phase piloted several approaches to programmability, including programmable payments and purpose-bound money (PBM).",TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,PROC.pilot_learning,exploratory_status,"This phase piloted several approaches to programmability, including programmable payments and purpose-bound money (PBM).",0.83,poc_report,considering,considering,silent,PROC.pilot_learning,,False
V9-06003,"BOCHK proposed a ""unified wallet"" concept on a permissioned consortium DLT model to enhance payment security. It integrated Web3-native identity features with bank applications, enabling seamless e-HKD management across multiple wallets.","BOCHK proposed a ""unified wallet"" concept on a permissioned consortium DLT model to enhance payment security. It integrated Web3-native identity features with bank applications, enabling seamless e-HKD management across multiple wallets.",TECH.DLT,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06004,"Dual-signature authentication and smart contracts safeguarded prepaid funds. The pilot also examined user experience, data protection, and consortium governance models.","Dual-signature authentication and smart contracts safeguarded prepaid funds. The pilot also examined user experience, data protection, and consortium governance models.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,PROC.pilot_learning,exploratory_status,"The pilot also examined user experience, data protection, and consortium governance models.",0.75,poc_report,considering,considering,silent,PROC.pilot_learning,,False
V9-06005,"CCB (Asia) focused on testing different DLT infrastructure designs to enable programmability at scale. It compared single-chain and multi-chain approaches, and in partnership with another bank, explored cross-bank programmable transactions in a multi-chain environment.","CCB (Asia) focused on testing different DLT infrastructure designs to enable programmability at scale. It compared single-chain and multi-chain approaches, and in partnership with another bank, explored cross-bank programmable transactions in a multi-chain environment.",TECH.DLT,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,16,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06006,"the extension of the e-HKD to retail investors, if implemented, should ideally include accessibility for overseas investors, many of whom would require efficient foreign exchange (FX) channels to convert their domestic currencies into an e-HKD","the extension of the e-HKD to retail investors, if implemented, should ideally include accessibility for overseas investors, many of whom would require efficient foreign exchange (FX) channels to convert their domestic currencies into an e-HKD",TECH.ARCH.account,proposal,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,15,llm_union_v9,claude-sonnet-4-6,HK,keep,OTHER.keep,consideration,"the extension of the e-HKD to retail investors, if implemented, should ideally include accessibility for overseas investors, many of whom would require efficient foreign exchange (FX) channels to convert their domestic currencies into an e-HKD",0.77,poc_report,considering,considering,silent,OTHER.keep,,False
V9-06007,"the inherent transparency of these platforms raises substantial privacy concerns and creates compliance challenges for financial institutions. Addressing these issues is crucial if digital money, such as an e-HKD and tokenised deposits, is to be scaled for tokenised asset settlement on public blockchains.","the inherent transparency of these platforms raises substantial privacy concerns and creates compliance challenges for financial institutions. Addressing these issues is crucial if digital money, such as an e-HKD and tokenised deposits, is to be scaled for tokenised asset settlement on public blockchains.",PRIV.BAL,proposal,conditional,from_intermediary,2,HK_HKMA_eHKD_Phase2_2025,15,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.BAL,,,,poc_report,considering,considering,silent,PRIV.BAL,,False
V9-06008,"HSBC's pilot explored the use of privacy-enhancing technologies (PETs), decentralised identity, and allowlists/denylists to mitigate risks related to privacy, security and illicit activity.","HSBC's pilot explored the use of privacy-enhancing technologies (PETs), decentralised identity, and allowlists/denylists to mitigate risks related to privacy, security and illicit activity.",PRIV.PET,proposal,increases,from_intermediary,2,HK_HKMA_eHKD_Phase2_2025,15,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.PET,,,,poc_report,considering,considering,silent,PRIV.PET,,False
V9-06009,HSBC also evaluated the performance and scalability of private and public permissionless DLTs to assess how an e-HKD might support transactions in these environments.,HSBC also evaluated the performance and scalability of private and public permissionless DLTs to assess how an e-HKD might support transactions in these environments.,TECH.DLT,proposal,conditional,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,15,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06010,programmability implemented through smart contracts and supported by an e-HKD could address many of these constraints and enable wider adoption of retail conditional transactions.,programmability implemented through smart contracts and supported by an e-HKD could address many of these constraints and enable wider adoption of retail conditional transactions.,TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,15,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,consideration,programmability implemented through smart contracts and supported by an e-HKD could address many of these constraints and enable wider adoption of retail conditional transactions.,0.75,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06011,"Hang Seng Bank tested a similar approach, using PBM to issue digital vouchers backed by a hypothetical e-HKD on their rewards platform. Distinctively, it adopted a hybrid model that combined the use of private and public permissioned DLT networks.","Hang Seng Bank tested a similar approach, using PBM to issue digital vouchers backed by a hypothetical e-HKD on their rewards platform. Distinctively, it adopted a hybrid model that combined the use of private and public permissioned DLT networks.",TECH.DLT,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06012,"The hypothetical e-HKD was securely managed within the private network, while the public permissioned network facilitated an open marketplace, enabling merchants and customers to redeem or trade vouchers in a secondary market.","The hypothetical e-HKD was securely managed within the private network, while the public permissioned network facilitated an open marketplace, enabling merchants and customers to redeem or trade vouchers in a secondary market.",TECH.DLT,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06013,"BOCHK and Sanfield piloted programmable payments for construction projects, using a hypothetical e-HKD to strengthen fund control. Payments were directed to designated recipients for predefined purposes, strengthening oversight of allocations.","BOCHK and Sanfield piloted programmable payments for construction projects, using a hypothetical e-HKD to strengthen fund control. Payments were directed to designated recipients for predefined purposes, strengthening oversight of allocations.",TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,drop,,exploratory_status,,0.72,poc_report,considering,considering,silent,,,False
V9-06014,"The pilot also examined practical challenges in designing, implementing and adopting smart contracts in construction financing.","The pilot also examined practical challenges in designing, implementing and adopting smart contracts in construction financing.",TECH.PROG,proposal,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,keep,PROC.pilot_learning,consideration,"examined practical challenges in designing, implementing and adopting smart contracts in construction financing",0.75,poc_report,considering,considering,silent,PROC.pilot_learning,,False
V9-06015,"Mastercard, KBank and Airstar Bank experimented with programmable payments using a hypothetical e-HKD and tokenised deposits for deep-tier supply chain financing. Smart contracts automated and validated financing terms before funds were released.","Mastercard, KBank and Airstar Bank experimented with programmable payments using a hypothetical e-HKD and tokenised deposits for deep-tier supply chain financing. Smart contracts automated and validated financing terms before funds were released.",TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,drop,,exploratory_status,,0.7,poc_report,considering,considering,silent,,,False
V9-06016,The same e-HKD account balance will appear across different banking applications,The same e-HKD account balance will appear across different banking applications,TECH.ARCH.account,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,keep,OTHER.keep,commitment,The same e-HKD account balance will appear across different banking applications,0.72,poc_report,considering,considering,silent,OTHER.keep,,False
V9-06017,"Figure 3: Implementing Unified Wallet Based on a Permissioned Consortium DLT Model — Access Control, On-chain Ledger, Smart Contracts, Token Services, Identity Verification Institution, Central Banking Institution, Commercial Banks, Unified Wallet, Permissioned Consortium DLT","Figure 3: Implementing Unified Wallet Based on a Permissioned Consortium DLT Model — Access Control, On-chain Ledger, Smart Contracts, Token Services, Identity Verification Institution, Central Banking Institution, Commercial Banks, Unified Wallet, Permissioned Consortium DLT",TECH.DLT,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,17,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06018,"The proposed to-be scenario assumes a degree of process re-engineering with the adoption of DLTs, smart contracts and new forms of digital money. This involves enabling the atomic purchase and settlement of underlying fund securities and performing order aggregation on-chain.","The proposed to-be scenario assumes a degree of process re-engineering with the adoption of DLTs, smart contracts and new forms of digital money. This involves enabling the atomic purchase and settlement of underlying fund securities and performing order aggregation on-chain.",TECH.DLT,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06019,"Smart contracts on DLTs allow atomic delivery-versus-payment (DvP) settlement, synchronising asset and payment transfers under predefined conditions, and recording transactions on a shared, tamper-resistant ledger.","Smart contracts on DLTs allow atomic delivery-versus-payment (DvP) settlement, synchronising asset and payment transfers under predefined conditions, and recording transactions on a shared, tamper-resistant ledger.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,drop,,generic_theory,,0.78,poc_report,considering,considering,silent,,,False
